ticket_id,text_clean,language,category,category_encoded
ML-20342,software zugriff ben tigt software zugriff ben tigt ticket submitted de category cloud priority escalated,de,Cloud,1
ML-20343,systeem down systeem down ticket submitted nl category access management priority escalated,nl,Access Management,0
ML-20344,wachtwoord resetten wachtwoord resetten ticket submitted nl category security priority escalated,nl,Security,7
ML-20348,preciso de acesso ao software preciso de acesso ao software ticket submitted pt category email priority escalated,pt,Email,3
ML-20349,redefinir senha redefinir senha ticket submitted pt category cloud priority escalated,pt,Cloud,1
ML-20350,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category printing priority escalated,fr,Printing,6
ML-20351,systeem down systeem down ticket submitted nl category hardware priority escalated,nl,Hardware,4
ML-20352,cran cass cran cass ticket submitted fr category security priority escalated,fr,Security,7
ML-20353,restablecer contrase restablecer contrase ticket submitted es category network priority escalated,es,Network,5
ML-20354,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20355,tela quebrada tela quebrada ticket submitted pt category security priority escalated,pt,Security,7
ML-20356,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category hardware priority escalated,de,Hardware,4
ML-20359,restablecer contrase restablecer contrase ticket submitted es category vpn priority escalated,es,VPN,9
ML-20360,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-20362,system ausgefallen system ausgefallen ticket submitted de category access management priority escalated,de,Access Management,0
ML-20363,systeem down systeem down ticket submitted nl category security priority escalated,nl,Security,7
ML-20364,passwort zur cksetzen passwort zur cksetzen ticket submitted de category printing priority escalated,de,Printing,6
ML-20365,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20366,tela quebrada tela quebrada ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20367,bildschirm defekt bildschirm defekt ticket submitted de category network priority escalated,de,Network,5
ML-20368,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20369,restablecer contrase restablecer contrase ticket submitted es category database priority escalated,es,Database,2
ML-20371,necesito acceso al software necesito acceso al software ticket submitted es category vpn priority escalated,es,VPN,9
ML-20372,kan niet inloggen kan niet inloggen ticket submitted nl category software priority escalated,nl,Software,8
ML-20373,passwort zur cksetzen passwort zur cksetzen ticket submitted de category software priority escalated,de,Software,8
ML-20375,restablecer contrase restablecer contrase ticket submitted es category email priority escalated,es,Email,3
ML-20376,toegang tot software nodig toegang tot software nodig ticket submitted nl category network priority escalated,nl,Network,5
ML-20377,sistema ca sistema ca ticket submitted es category access management priority escalated,es,Access Management,0
ML-20378,cran cass cran cass ticket submitted fr category cloud priority escalated,fr,Cloud,1
ML-20379,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-20380,passwort zur cksetzen passwort zur cksetzen ticket submitted de category vpn priority escalated,de,VPN,9
ML-20382,pantalla rota pantalla rota ticket submitted es category vpn priority escalated,es,VPN,9
ML-20383,syst me en panne syst me en panne ticket submitted fr category database priority escalated,fr,Database,2
ML-20384,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category email priority escalated,de,Email,3
ML-20385,initialiser le mot de passe initialiser le mot de passe ticket submitted fr category email priority escalated,fr,Email,3
ML-20387,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20388,consigo fazer login consigo fazer login ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20389,necesito acceso al software necesito acceso al software ticket submitted es category hardware priority escalated,es,Hardware,4
ML-20390,toegang tot software nodig toegang tot software nodig ticket submitted nl category network priority escalated,nl,Network,5
ML-20391,pantalla rota pantalla rota ticket submitted es category database priority escalated,es,Database,2
ML-20392,sistema ca sistema ca ticket submitted es category security priority escalated,es,Security,7
ML-20393,sistema fora ar sistema fora ar ticket submitted pt category software priority escalated,pt,Software,8
ML-20394,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20396,redefinir senha redefinir senha ticket submitted pt category hardware priority escalated,pt,Hardware,4
ML-20398,besoin acc logiciel besoin acc logiciel ticket submitted fr category security priority escalated,fr,Security,7
ML-20402,scherm kapot scherm kapot ticket submitted nl category vpn priority escalated,nl,VPN,9
ML-20403,tela quebrada tela quebrada ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20405,necesito acceso al software necesito acceso al software ticket submitted es category security priority escalated,es,Security,7
ML-20408,tela quebrada tela quebrada ticket submitted pt category printing priority escalated,pt,Printing,6
ML-20409,passwort zur cksetzen passwort zur cksetzen ticket submitted de category software priority escalated,de,Software,8
ML-20410,system ausgefallen system ausgefallen ticket submitted de category printing priority escalated,de,Printing,6
ML-20411,cran cass cran cass ticket submitted fr category software priority escalated,fr,Software,8
ML-20412,consigo fazer login consigo fazer login ticket submitted pt category software priority escalated,pt,Software,8
ML-20414,necesito acceso al software necesito acceso al software ticket submitted es category network priority escalated,es,Network,5
ML-20415,system ausgefallen system ausgefallen ticket submitted de category vpn priority escalated,de,VPN,9
ML-20417,tela quebrada tela quebrada ticket submitted pt category software priority escalated,pt,Software,8
ML-20418,pantalla rota pantalla rota ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20419,wachtwoord resetten wachtwoord resetten ticket submitted nl category email priority escalated,nl,Email,3
ML-20420,syst me en panne syst me en panne ticket submitted fr category software priority escalated,fr,Software,8
ML-20421,redefinir senha redefinir senha ticket submitted pt category access management priority escalated,pt,Access Management,0
ML-20422,tela quebrada tela quebrada ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20423,restablecer contrase restablecer contrase ticket submitted es category cloud priority escalated,es,Cloud,1
ML-20424,kan niet inloggen kan niet inloggen ticket submitted nl category security priority escalated,nl,Security,7
ML-20425,sistema ca sistema ca ticket submitted es category access management priority escalated,es,Access Management,0
ML-20426,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20427,systeem down systeem down ticket submitted nl category database priority escalated,nl,Database,2
ML-20428,wachtwoord resetten wachtwoord resetten ticket submitted nl category cloud priority escalated,nl,Cloud,1
ML-20429,system ausgefallen system ausgefallen ticket submitted de category database priority escalated,de,Database,2
ML-20430,cran cass cran cass ticket submitted fr category security priority escalated,fr,Security,7
ML-20431,system ausgefallen system ausgefallen ticket submitted de category network priority escalated,de,Network,5
ML-20432,syst me en panne syst me en panne ticket submitted fr category database priority escalated,fr,Database,2
ML-20433,necesito acceso al software necesito acceso al software ticket submitted es category access management priority escalated,es,Access Management,0
ML-20435,bildschirm defekt bildschirm defekt ticket submitted de category vpn priority escalated,de,VPN,9
ML-20436,tela quebrada tela quebrada ticket submitted pt category vpn priority escalated,pt,VPN,9
ML-20437,kann mich nicht anmelden kann mich nicht anmelden ticket submitted de category software priority escalated,de,Software,8
ML-20438,software zugriff ben tigt software zugriff ben tigt ticket submitted de category access management priority escalated,de,Access Management,0
ML-20439,bildschirm defekt bildschirm defekt ticket submitted de category software priority escalated,de,Software,8
ML-20440,syst me en panne syst me en panne ticket submitted fr category email priority escalated,fr,Email,3
